Id,Time,Lat,Lon,Alt,SSID,MAC,Channel,Signal
0,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,Moria,d8:fe:e3:03:5a:31,6,-83
1,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,surikat,14:ae:db:32:52:12,6,-89
2,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,afikim-wifi,00:1a:dd:e3:06:e4,1,-78
3,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,AUC_51_3,00:27:19:e3:2d:fe,1,-86
4,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,AUC_54_R,00:25:86:cc:00:f8,5,-86
5,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,afikim-wifi,34:0b:01:19:21:42,7,-91
6,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,Ariel_University,1c:b9:c4:16:f1:98,11,-90
7,03/12/2017 08:37:10,32.10253330333696,35.20726399020641,699.287760530489,Partner,42501_7211_3084804,0,-69
8,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Moria,d8:fe:e3:03:5a:31,6,-78
9,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,afikim-wifi,00:1a:dd:e3:06:e4,1,-53
10,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Lidor a,a0:4f:d4:3b:e9:01,6,-84
11,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,tanya,14:ae:db:3a:64:05,1,-86
12,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Hagar,10:be:f5:3b:68:2c,11,-87
13,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Yan,00:21:04:4c:2a:a2,6,-89
14,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Cellcom-WiFi_0123,a0:4f:d4:3a:a0:e1,11,-89
15,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,la familya,00:23:cd:17:19:00,11,-92
16,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Ariel_University,1c:b9:c4:16:f4:7c,36,-87
17,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Ariel_University,ec:8c:a2:08:94:1c,44,-89
18,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Ariel_University,1c:b9:c4:16:28:fc,36,-90
19,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Ariel_University,ec:8c:a2:08:a9:38,6,-88
20,03/12/2017 08:37:13,32.102528187003614,35.20734570155965,700.1622738859833,Ariel_University,ec:8c:a2:08:99:68,11,-89
21,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,,1c:b9:c4:96:f1:97,60,-88
22,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Sveta,d0:0f:6d:f1:35:2f,4,-85
23,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Knoch,b0:48:7a:a1:80:8c,4,-86
24,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Home,10:be:f5:a7:b4:f4,7,-87
25,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,LARISA,10:be:f5:39:8f:f2,3,-86
26,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,netbox-550b,00:12:2a:39:2c:3c,1,-86
27,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,ear,a0:ab:1b:59:55:54,1,-85
28,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Ariel_University,ec:8c:a2:08:94:18,1,-76
29,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Ariel_University,ec:8c:a2:08:78:cc,48,-89
30,03/12/2017 08:37:15,32.10251814263996,35.20734901460898,698.9056862429085,Ariel_University,1c:b9:c4:16:d2:88,11,-92
31,03/12/2017 08:37:18,32.10251581558651,35.207339181669674,697.993173771496,,1c:b9:c4:96:28:f7,36,-91
32,03/12/2017 08:37:18,32.10251581558651,35.207339181669674,697.993173771496,BEZEQINT-8831,14:ae:db:43:88:35,6,-85
33,03/12/2017 08:37:18,32.10251581558651,35.207339181669674,697.993173771496,Ariel_University,ec:8c:a2:09:03:38,1,-85
34,03/12/2017 08:37:18,32.10251581558651,35.207339181669674,697.993173771496,Ariel_University,1c:b9:c4:14:33:c8,11,-90
35,03/12/2017 08:37:21,32.102520962117886,35.207318657702054,696.8261810224474,Ariel_University,ec:8c:a2:08:94:1c,44,-84
36,03/12/2017 08:37:21,32.102520962117886,35.207318657702054,696.8261810224474,,1c:b9:c4:96:f4:77,36,-85
37,03/12/2017 08:37:21,32.102520962117886,35.207318657702054,696.8261810224474,,ec:8c:a2:88:94:17,44,-86
38,03/12/2017 08:37:24,32.10251743683182,35.2073387273908,695.5775665899107,victoria,00:8c:54:90:ce:d1,11,-89
